Geographic Area,City,poverty_rate
TX,Salado village,0.043
TX,Saline_o CDP,0.496
TX,Saline_o North CDP,0
TX,Sammy Martinez CDP,0
TX,Samnorwood CDP,0
TX,Sam Rayburn CDP,0.007
TX,San Angelo city,0.161
TX,San Antonio city,0.198
TX,San Augustine city,0.366
TX,San Benito city,0.387
TX,San Carlos CDP,0.374
TX,San Carlos I CDP,0.6
TX,San Carlos II CDP,1
TX,Sanctuary town,0.097
TX,Sanderson CDP,0.202
TX,Sandia CDP,0.35
TX,San Diego city,0.339
TX,Sandoval CDP,0
TX,Sand Springs CDP,0.185
TX,Sandy Hollow-Escondidas CDP,0.151
TX,Sandy Point city,0.094
TX,San Elizario city,0.519
TX,San Felipe town,0.217
TX,San Fernando CDP,1
TX,Sanford town,0.414
TX,Sanger city,0.09
TX,San Isidro CDP,0.103
TX,San Juan city,0.351
TX,San Juan CDP,0.527
TX,San Leanna village,0.068
TX,San Leon CDP,0.23
TX,San Marcos city,0.37
TX,San Patricio city,0.074
TX,San Pedro CDP,0.146
TX,San Perlita city,0.403
TX,San Saba city,0.191
TX,Sansom Park city,0.278
TX,Santa Anna town,0.334
TX,Santa Anna CDP,0
TX,Santa Clara city,0.07
TX,Santa Cruz CDP,0
TX,Santa Fe city,0.087
TX,Santa Maria CDP,0.36
TX,Santa Monica CDP,0.478
TX,Santa Rosa town,0.526
TX,Santa Rosa CDP,0.506
TX,Santel CDP,#VALUE!
TX,San Ygnacio CDP,0.23
TX,Sarita CDP,0.336
TX,Savannah CDP,0.053
TX,Savoy city,0.187
TX,Scenic Oaks CDP,0.031
TX,Schertz city,0.072
TX,Schulenburg city,0.12
TX,Scissors CDP,0.47
TX,Scotland city,0.054
TX,Scottsville city,0.079
TX,Scurry town,0.087
TX,Seabrook city,0.074
TX,Seadrift city,0.4
TX,Seagoville city,0.158
TX,Seagraves city,0.205
TX,Sealy city,0.159
TX,Sebastian CDP,0.531
TX,Seco Mines CDP,0.564
TX,Seguin city,0.225
TX,Selma city,0.082
TX,Seminole city,0.101
TX,Serenada CDP,0.04
TX,Seth Ward CDP,0.272
TX,Seven Oaks city,0.189
TX,Seven Points city,0.31
TX,Seymour city,0.105
TX,Shadybrook CDP,0.233
TX,Shady Hollow CDP,0.027
TX,Shady Shores town,0.063
TX,Shallowater city,0.084
TX,Shamrock city,0.194
TX,Shavano Park city,0.045
TX,Sheldon CDP,0.163
TX,Shenandoah city,0.038
TX,Shepherd city,0.315
TX,Sherman city,0.204
TX,Sherwood Shores CDP,0.089
TX,Shiner city,0.091
TX,Shoreacres city,0.042
TX,Sienna Plantation CDP,0.051
TX,Sierra Blanca CDP,0.285
TX,Siesta Acres CDP,0.235
TX,Siesta Shores CDP,0.468
TX,Silsbee city,0.284
TX,Silverton city,0.159
TX,Simonton city,0.051
TX,Sinton city,0.173
TX,Skellytown town,0.074
TX,Skidmore CDP,0.247
TX,Slaton city,0.151
TX,Smiley city,0.154
TX,Smithville city,0.127
TX,Smyer town,0.181
TX,Snook city,0.089
TX,Snyder city,0.117
TX,Socorro city,0.335
TX,Solis CDP,0.129
TX,Somerset city,0.199
TX,Somerville city,0.197
TX,Sonora city,0.097
TX,Sour Lake city,0.081
TX,South Alamo CDP,0.475
TX,South Fork Estates CDP,0
TX,South Houston city,0.247
TX,Southlake city,0.029
TX,South La Paloma CDP,0.331
TX,Southmayd city,0.163
TX,South Mountain town,0.115
TX,South Padre Island town,0.264
TX,South Point CDP,0.292
TX,Southside Place city,0.083
TX,South Toledo Bend CDP,0.036
TX,Spade CDP,0.218
TX,Sparks CDP,0.49
TX,Spearman city,0.154
TX,Splendora city,0.315
TX,Spofford city,0.411
TX,Spring CDP,0.112
TX,Spring Gardens CDP,0.08
TX,Springlake town,0.045
TX,Springtown city,0.194
TX,Spring Valley Village city,0.024
TX,Spur city,0.326
TX,Stafford city,0.12
TX,Stagecoach town,0.099
TX,Stamford city,0.252
TX,Stanton city,0.149
TX,Staples city,0.208
TX,Star Harbor city,0.025
TX,Stephenville city,0.293
TX,Sterling City city,0.173
TX,Stinnett city,0.163
TX,Stockdale city,0.201
TX,Stonewall CDP,0.155
TX,Stowell CDP,0.091
TX,Stratford city,0.109
TX,Strawn city,0.23
TX,Streetman town,0.098
TX,Study Butte CDP,0.417
TX,Sudan city,0.303
TX,Sugar Land city,0.053
TX,Sullivan City city,0.361
TX,Sulphur Springs city,0.247
TX,Sundown city,0.125
TX,Sunnyvale town,0.033
TX,Sunray city,0.153
TX,Sunrise Beach Village city,0.133
TX,Sunset CDP (Montague County),0
TX,Sunset CDP (Starr County),0.6
TX,Sunset Acres CDP,#VALUE!
TX,Sunset Valley city,0.015
TX,Sun Valley city,0.052
TX,Surfside Beach city,0.07
TX,Sweeny city,0.276
TX,Sweetwater city,0.249
TX,Taft city,0.171
TX,Taft Southwest CDP,0.249
TX,Tahoka city,0.183
TX,Talco city,0.36
TX,Talty town,0.031
TX,Tanquecitos South Acres CDP,0.726
TX,Tanquecitos South Acres II CDP,#VALUE!
TX,Tatum city,0.239
TX,Taylor city,0.154
TX,Taylor Lake Village city,0.039
TX,Taylor Landing city,0
TX,Teague city,0.187
TX,Tehuacana town,0.148
TX,Temple city,0.179
TX,Tenaha town,0.422
TX,Terlingua CDP,0
TX,Terrell city,0.214
TX,Terrell Hills city,0.013
TX,Texarkana city,0.228
TX,Texas City city,0.21
TX,Texhoma city,0.171
TX,Texline town,0.135
TX,The Colony city,0.077
TX,The Hills village,0.011
TX,The Woodlands CDP,0.046
TX,Thompsons town,0.282
TX,Thompsonville CDP,#VALUE!
TX,Thorndale city,0.095
TX,Thornton town,0.163
TX,Thorntonville town,0.087
TX,Thrall city,0.235
TX,Three Rivers city,0.164
TX,Throckmorton town,0.166
TX,Thunderbird Bay CDP,0.134
TX,Tierra Bonita CDP,0.464
TX,Tierra Dorada CDP,1
TX,Tierra Grande CDP,0
TX,Tierra Verde CDP,0.307
TX,Tiki Island village,0.022
TX,Tilden CDP,0.074
TX,Timbercreek Canyon village,0.02
TX,Timberwood Park CDP,0.039
TX,Timpson city,0.427
TX,Tioga town,0.057
TX,Tira town,0.08
TX,Tivoli CDP,0.418
TX,Toco city,0.362
TX,Todd Mission city,0
TX,Tolar city,0.151
TX,Tomball city,0.227
TX,Tom Bean city,0.195
TX,Tool city,0.113
TX,Tornillo CDP,0.361
TX,Toyah town,0.427
TX,Tradewinds CDP,0.061
TX,Travis Ranch CDP,0.105
TX,Trent town,0.179
TX,Trenton city,0.258
TX,Trinidad city,0.237
TX,Trinity city,0.266
TX,Trophy Club town,0.025
TX,Troup city,0.31
TX,Troy city,0.109
TX,Tuleta CDP,0.186
TX,Tulia city,0.274
TX,Tulsita CDP,0
TX,Turkey city,0.267
TX,Tuscola city,0.083
TX,Tye city,0.178
TX,Tyler city,0.209
TX,Tynan CDP,0.19
TX,Uhland city,0.179
TX,Uncertain city,0.202
TX,Union Grove city,0.129
TX,Union Valley city,0.038
TX,Universal City city,0.102
TX,University Park city,0.044
TX,Utopia CDP,0.264
TX,Uvalde city,0.209
TX,Uvalde Estates CDP,0.335
TX,Valentine town,0.14
TX,Valle Hermoso CDP,#VALUE!
TX,Valle Verde CDP,#VALUE!
TX,Valle Vista CDP,0
TX,Valley Mills city,0.13
TX,Valley View city,0.034
TX,Val Verde Park CDP,0.224
TX,Van city,0.135
TX,Van Alstyne city,0.131
TX,Vanderbilt CDP,0.025
TX,Van Horn town,0.276
TX,Van Vleck CDP,0.146
TX,Vega city,0.106
TX,Venus town,0.099
TX,Vernon city,0.199
TX,Victoria city,0.18
TX,Victoria Vera CDP,0
TX,Vidor city,0.185
TX,Villa del Sol CDP,0.783
TX,Villa Pancho CDP,0.434
TX,Villarreal CDP,0
TX,Villa Verde CDP,0.455
TX,Vinton village,0.342
TX,Volente village,0.105
TX,Von Ormy city,0.154
TX,Waco city,0.29
TX,Waelder city,0.165
TX,Wake Village city,0.234
TX,Waller city,0.251
TX,Wallis city,0.091
TX,Walnut Springs city,0.338
TX,Warren CDP,0.091
TX,Warren City city,0.056
TX,Waskom city,0.218
TX,Watauga city,0.087
TX,Waxahachie city,0.159
TX,Weatherford city,0.106
TX,Webberville village,0.231
TX,Webster city,0.176
TX,Weimar city,0.177
TX,Weinert city,0.278
TX,Weir city,0.203
TX,Welch CDP,0.047
TX,Wellington city,0.228
TX,Wellman city,0.186
TX,Wells town,0.31
TX,Wells Branch CDP,0.129
TX,Weslaco city,0.272
TX,West city,0.174
TX,West Alto Bonito CDP,0.453
TX,Westbrook city,0.047
TX,West Columbia city,0.211
TX,Westdale CDP,0
TX,Western Lake CDP,0.06
TX,Westlake town,0.051
TX,West Lake Hills city,0.061
TX,West Livingston CDP,0.138
TX,Westminster CDP,0.17
TX,West Odessa CDP,0.155
TX,Weston city,0.028
TX,Weston Lakes city,0.008
TX,West Orange city,0.166
TX,Westover Hills town,0.072
TX,West Sharyland CDP,0.495
TX,West Tawakoni city,0.232
TX,West University Place city,0.022
TX,Westway CDP,0.449
TX,Westwood Shores CDP,0.161
TX,Westworth Village city,0.098
TX,Wharton city,0.259
TX,Wheeler city,0.148
TX,White Deer town,0.029
TX,Whiteface town,0.111
TX,Whitehouse city,0.101
TX,White Oak city,0.197
TX,Whitesboro city,0.197
TX,White Settlement city,0.201
TX,Whitewright town,0.184
TX,Whitney town,0.242
TX,Wichita Falls city,0.198
TX,Wickett town,0.091
TX,Wild Peach Village CDP,0.113
TX,Wildwood CDP,0.096
TX,Willis city,0.144
TX,Willow Park city,0.025
TX,Wills Point city,0.222
TX,Wilmer city,0.416
TX,Wilson city,0.319
TX,Wimberley city,0.198
TX,Windcrest city,0.031
TX,Windom town,0.345
TX,Windthorst town,0.106
TX,Winfield city,0.341
TX,Wink city,0.146
TX,Winnie CDP,0.137
TX,Winnsboro city,0.258
TX,Winona town,0.143
TX,Winters city,0.236
TX,Wixon Valley city,0.008
TX,Wolfe City city,0.238
TX,Wolfforth city,0.172
TX,Woodbranch city,0.124
TX,Woodcreek city,0.073
TX,Woodloch town,0.023
TX,Woodsboro town,0.071
TX,Woodson town,0.158
TX,Woodville town,0.221
TX,Woodway city,0.043
TX,Wortham town,0.172
TX,Wyldwood CDP,0.072
TX,Wylie city,0.059
TX,Yantis town,0.121
TX,Yoakum city,0.13
TX,Yorktown city,0.158
TX,Yznaga CDP,1
TX,Zapata CDP,0.178
TX,Zapata Ranch CDP,0.03
TX,Zarate CDP,0
TX,Zavalla city,0.352
TX,Zuehl CDP,0.036
UT,Alpine city,0.075
UT,Alta town,0.312
UT,Altamont town,0.114
UT,Alton town,0.273
UT,Amalga town,0.16
UT,American Fork city,0.128
UT,Aneth CDP,0.422
UT,Annabella town,0.041
UT,Antimony town,0.034
UT,Apple Valley town,0.132
UT,Aurora city,0.075
UT,Avon CDP,0
UT,Ballard town,0.066
UT,Bear River City city,0.058
UT,Beaver city,0.113
UT,Benjamin CDP,0.036
UT,Benson CDP,0.098
UT,Beryl Junction CDP,#VALUE!
UT,Bicknell town,0.293
UT,Big Water town,0.182
UT,Blanding city,0.207
UT,Bluebell CDP,0
UT,Bluff CDP,0.071
UT,Bluffdale city,0.059
UT,Bonanza CDP,#VALUE!
UT,Boulder town,0.223
UT,Bountiful city,0.079
UT,Brian Head town,0.383
UT,Brigham City city,0.088
UT,Bryce Canyon City town,0.297
UT,Cache CDP,#VALUE!
UT,Cannonville town,0.03
UT,Carbonville CDP,0.227
UT,Castle Dale city,0.108
UT,Castle Valley town,0.284
UT,Cedar City city,0.229
UT,Cedar Fort town,0.028
UT,Cedar Hills city,0.057
UT,Centerfield town,0.106
UT,Centerville city,0.045
UT,Central CDP,0.119
UT,Central Valley town,0.166
UT,Charleston town,0.049
UT,Circleville town,0.187
UT,Clarkston town,0.016
UT,Clawson town,0.152
UT,Clear Creek CDP,#VALUE!
UT,Clearfield city,0.131
UT,Cleveland town,0.153
UT,Clinton city,0.041
UT,Coalville city,0.049
UT,Copperton CDP,0
UT,Corinne city,0.079
UT,Cornish town,0.351
UT,Cottonwood Heights city,0.043
UT,Cove CDP,0.039
UT,Dammeron Valley CDP,0
UT,Daniel town,0.039
UT,Delta city,0.19
UT,Deseret CDP,0.042
UT,Deweyville town,0.142
UT,Draper city,0.049
UT,Duchesne city,0.122
UT,Dugway CDP,0.115
UT,Dutch John CDP,0
UT,Eagle Mountain city,0.058
UT,East Carbon-Sunnyside city,0.213
UT,Echo CDP,0
UT,Eden CDP,0.045
UT,Elberta CDP,0.072
UT,Elk Ridge city,0.068
UT,Elmo town,0.16
UT,Elsinore town,0.207
UT,Elwood town,0.057
UT,Emery town,0.117
UT,Emigration Canyon CDP,0.073
UT,Enoch city,0.111
UT,Enterprise CDP,0.113
UT,Enterprise city,0.103
UT,Ephraim city,0.314
UT,Erda CDP,0.039
UT,Escalante city,0.206
UT,Eureka city,0.17
UT,Fairfield town,0.03
UT,Fairview city,0.061
UT,Farmington city,0.037
UT,Farr West city,0.043
UT,Fayette town,0.006
UT,Ferron city,0.099
UT,Fielding town,0.122
UT,Fillmore city,0.161
UT,Flaming Gorge CDP,0.056
UT,Fort Duchesne CDP,0.283
UT,Fountain Green city,0.146
UT,Francis town,0.034
UT,Fremont CDP,0.047
UT,Fruit Heights city,0.102
UT,Garden CDP,0.323
UT,Garden City town,0.328
UT,Garland city,0.104
UT,Genola town,0.165
UT,Glendale town,0.204
UT,Glenwood town,0.086
UT,Goshen town,0.1
UT,Granite CDP,0.06
UT,Grantsville city,0.087
UT,Green River city,0.307
UT,Gunnison city,0.073
UT,Halchita CDP,0.549
UT,Halls Crossing CDP,#VALUE!
UT,Hanksville town,0.186
UT,Harrisville city,0.026
UT,Hatch town,0.035
UT,Heber city,0.149
UT,Helper city,0.106
UT,Henefer town,0.1
UT,Henrieville town,0.09
UT,Herriman city,0.077
UT,Hideout town,0.213
UT,Highland city,0.032
UT,Hildale city,0.323
UT,Hinckley town,0.215
UT,Holden town,0.131
UT,Holladay city,0.05
UT,Honeyville city,0.127
UT,Hooper city,0.028
UT,Howell town,0.042
UT,Hoytsville CDP,0.259
UT,Huntington city,0.096
UT,Huntsville town,0.041
UT,Hurricane city,0.166
UT,Hyde Park city,0.036
UT,Hyrum city,0.141
UT,Independence town,0.081
UT,Ivins city,0.138
UT,Jensen CDP,0
UT,Joseph town,0.143
UT,Junction town,0.267
UT,Kamas city,0.121
UT,Kanab city,0.06
UT,Kanarraville town,0.076
UT,Kanosh town,0.095
UT,Kaysville city,0.053
UT,Kearns CDP,0.163
UT,Kenilworth CDP,0.187
UT,Kingston town,0.274
UT,Koosharem town,0.111
UT,Lake Shore CDP,0.026
UT,Laketown town,0.017
UT,La Sal CDP,0.423
UT,La Verkin city,0.228
UT,Layton city,0.094
UT,Leamington town,0.169
UT,Leeds town,0.042
UT,Lehi city,0.057
UT,Levan town,0.108
UT,Lewiston city,0.153
UT,Liberty CDP,0.009
UT,Lindon city,0.08
UT,Loa town,0.155
UT,Logan city,0.265
UT,Lyman town,0.039
UT,Lynndyl town,0.087
UT,Maeser CDP,0.033
UT,Magna CDP,0.136
UT,Manila town,0.109
UT,Manti city,0.097
UT,Mantua town,0.055
UT,Mapleton city,0.047
UT,Marion CDP,0.042
UT,Marriott-Slaterville city,0.076
UT,Marysvale town,0.235
UT,Mayfield town,0.12
UT,Meadow town,0.02
UT,Mendon city,0.03
UT,Mexican Hat CDP,#VALUE!
UT,Midvale city,0.166
UT,Midway city,0.05
UT,Milford city,0.175
UT,Millcreek CDP,0.108
UT,Millville city,0.06
UT,Minersville town,0.071
UT,Moab city,0.16
UT,Mona city,0.061
UT,Monroe city,0.125
UT,Montezuma Creek CDP,0.514
UT,Monticello city,0.135
UT,Morgan city,0.044
UT,Moroni city,0.177
UT,Mountain Green CDP,0.041
UT,Mount Pleasant city,0.196
UT,Murray city,0.127
UT,Myton city,0.307
UT,Naples city,0.068
UT,Navajo Mountain CDP,0.461
UT,Neola CDP,0.251
UT,Nephi city,0.112
UT,Newcastle CDP,0.033
UT,New Harmony town,0.063
UT,Newton town,0.043
UT,Nibley city,0.066
UT,North Logan city,0.114
UT,North Ogden city,0.029
UT,North Salt Lake city,0.113
UT,Oak City town,0.048
UT,Oakley city,0.021
UT,Oasis CDP,#VALUE!
UT,Ogden city,0.229
UT,Oljato-Monument Valley CDP,0.333
UT,Ophir town,0
UT,Orangeville city,0.055
UT,Orderville town,0.055
UT,Orem city,0.169
UT,Palmyra CDP,0.041
UT,Panguitch city,0.291
UT,Paradise town,0.065
UT,Paragonah town,0.14
UT,Park City city,0.159
UT,Parowan city,0.133
UT,Payson city,0.112
UT,Peoa CDP,0
UT,Perry city,0.053
UT,Peter CDP,0
UT,Pine Valley CDP,0
UT,Plain City city,0.012
UT,Pleasant Grove city,0.106
UT,Pleasant View city,0.043
UT,Plymouth town,0.124
UT,Portage town,0.16
UT,Price city,0.198
UT,Providence city,0.056
UT,Provo city,0.288
UT,Randlett CDP,0.935
UT,Randolph town,0.094
UT,Redmond town,0.134
UT,Richfield city,0.173
UT,Richmond city,0.058
UT,Riverdale city,0.091
UT,River Heights city,0.077
UT,Riverside CDP,0
UT,Riverton city,0.032
UT,Rockville town,0.096
UT,Rocky Ridge town,0.354
UT,Roosevelt city,0.135
UT,Roy city,0.121
UT,Rush Valley town,0.05
UT,St. George city,0.16
UT,Salem city,0.087
UT,Salina city,0.167
UT,Salt Lake City city,0.203
UT,Samak CDP,0.178
UT,Sandy city,0.067
UT,Santa Clara city,0.044
UT,Santaquin city,0.09
UT,Saratoga Springs city,0.015
UT,Scipio town,0.032
UT,Scofield town,0
UT,Sigurd town,0.152
UT,Silver Summit CDP,0.039
UT,Smithfield city,0.056
UT,Snowville town,0.051
UT,Snyderville CDP,0.041
UT,South Jordan city,0.035
UT,South Ogden city,0.107
UT,South Salt Lake city,0.268
UT,South Weber city,0.035
UT,South Willard CDP,0.182
UT,Spanish Fork city,0.071
UT,Spanish Valley CDP,0.141
UT,Spring City city,0.159
UT,Springdale town,0.027
UT,Spring Glen CDP,0.105
UT,Spring Lake CDP,0.204
UT,Springville city,0.081
UT,Stansbury Park CDP,0.035
UT,Sterling town,0.031
UT,Stockton town,0.074
UT,Summit CDP,0
UT,Summit Park CDP,0.054
UT,Sunset city,0.185
UT,Sutherland CDP,0
UT,Syracuse city,0.03
UT,Tabiona town,0.086
UT,Taylorsville city,0.113
UT,Teasdale CDP,0.061
UT,Thatcher CDP,0.032
UT,Thompson Springs CDP,0
UT,Timber Lakes CDP,0.1
UT,Tooele city,0.076
UT,Toquerville city,0.076
UT,Torrey town,0.315
UT,Tremonton city,0.146
UT,Trenton town,0.182
UT,Tropic town,0.093
UT,Tselakai Dezza CDP,0
UT,Uintah town,0.069
UT,Vernal city,0.12
UT,Vernon town,0.154
UT,Veyo CDP,0.199
UT,Vineyard town,0.011
UT,Virgin town,0.152
UT,Wales town,0.165
UT,Wallsburg town,0.005
UT,Wanship CDP,0.211
UT,Washington city,0.143
UT,Washington Terrace city,0.169
UT,Wellington city,0.198
UT,Wellsville city,0.051
UT,Wendover city,0.315
UT,West Bountiful city,0.037
UT,West Haven city,0.063
UT,West Jordan city,0.091
UT,West Mountain CDP,0.178
UT,West Point city,0.061
UT,West Valley City city,0.188
UT,West Wood CDP,0
UT,White City CDP,0.073
UT,White Mesa CDP,0.33
UT,Whiterocks CDP,0.741
UT,Willard city,0.027
UT,Wolf Creek CDP,0.063
UT,Woodland CDP,0
UT,Woodland Hills city,0.07
UT,Woodruff town,0
UT,Woods Cross city,0.088
VT,Albany village,0.054
VT,Alburgh village,0.145
VT,Arlington CDP,0.12
VT,Ascutney CDP,0.081
VT,Barnet CDP,0
VT,Barre city,0.187
VT,Barton village,0.142
VT,Beecher Falls CDP,0.25
VT,Bellows Falls village,0.158
VT,Bennington CDP,0.232
VT,Benson CDP,0.194
VT,Bethel CDP,0.179
VT,Bradford CDP,0.229
VT,Brandon CDP,0.101
VT,Brattleboro CDP,0.193
VT,Bristol CDP,0.119
VT,Burlington city,0.248
VT,Cabot CDP,0.252
VT,Cambridge village,0.085
VT,Canaan CDP,0.199
VT,Castleton CDP,0.17
VT,Cavendish CDP,0.117
VT,Chelsea CDP,0.166
VT,Chester CDP,0.155
VT,Concord CDP,0.079
VT,Coventry CDP,0.163
VT,Danville CDP,0.053
VT,Derby Center village,0.134
VT,Derby Line village,0.162
VT,Dorset CDP,0
VT,East Barre CDP,0
VT,East Burke CDP,0
VT,East Middlebury CDP,0
VT,East Montpelier CDP,0.222
VT,Enosburg Falls village,0.171
VT,Essex Junction village,0.078
VT,Fairfax CDP,0.03
VT,Fair Haven CDP,0.132
VT,Fairlee CDP,0.262
VT,Glover CDP,0.205
VT,Graniteville CDP,0.094
VT,Greensboro CDP,0.068
VT,Greensboro Bend CDP,0.207
VT,Groton CDP,0.183
VT,Hardwick CDP,0.195
VT,Hartland CDP,0.081
VT,Hinesburg CDP,0.035
VT,Hyde Park village,0.117
VT,Irasburg CDP,0.035
VT,Island Pond CDP,0.254
VT,Jacksonville village,0.145
VT,Jeffersonville village,0.176
VT,Jericho village,0.014
VT,Johnson village,0.249
VT,Lowell CDP,0.069
VT,Ludlow village,0.147
VT,Lyndonville village,0.229
VT,Manchester village,0.117
VT,Manchester Center CDP,0.07
VT,Marshfield village,0.181
VT,Middlebury CDP,0.128
VT,Milton CDP,0.044
VT,Montpelier city,0.111
VT,Morrisville village,0.18
VT,Newbury village,0.211
VT,Newfane village,0.277
VT,Newport city,0.26
VT,Newport Center CDP,0.243
VT,North Bennington village,0.169
VT,Northfield CDP,0.152
VT,North Hartland CDP,0
VT,North Springfield CDP,0.181
VT,North Troy village,0.174
VT,North Westminster CDP,0.16
VT,Norwich CDP,0.076
VT,Old Bennington village,0.019
VT,Orleans village,0.254
VT,Perkinsville village,0.031
VT,Pittsford CDP,0.119
VT,Plainfield CDP,0.058
VT,Poultney village,0.167
VT,Proctorsville CDP,0.106
VT,Putney CDP,0.101
VT,Quechee CDP,0
VT,Randolph CDP,0.193
VT,Readsboro CDP,0.188
VT,Richford CDP,0.229
VT,Richmond CDP,0.099
VT,Rochester CDP,0.166
VT,Rutland city,0.171
VT,St. Albans city,0.148
VT,St. Johnsbury CDP,0.12
VT,Saxtons River village,0.238
VT,Shelburne CDP,0.072
VT,South Barre CDP,0.07
VT,South Burlington city,0.067
VT,South Royalton CDP,0.459
VT,South Shaftsbury CDP,0.246
VT,Springfield CDP,0.295
VT,Stowe CDP,0.108
VT,Swanton village,0.177
VT,Troy CDP,0.067
VT,Vergennes city,0.116
VT,Waitsfield CDP,0
VT,Wallingford CDP,0.131
VT,Waterbury village,0.114
VT,Websterville CDP,0.086
VT,Wells CDP,0.075
VT,Wells River village,0.257
VT,West Brattleboro CDP,0.165
VT,West Burke village,0.169
VT,Westminster village,0.029
VT,West Rutland CDP,0.113
VT,White River Junction CDP,0.167
VT,Wilder CDP,0.027
VT,Williamstown CDP,0.121
VT,Wilmington CDP,0.041
VT,Windsor CDP,0.216
VT,Winooski city,0.261
VT,Woodstock village,0.083
VT,Worcester CDP,0.043
VA,Abingdon town,0.175
VA,Accomac town,0.094
VA,Adwolf CDP,0.124
VA,Alberta town,0.197
VA,Alexandria city,0.083
VA,Allisonia CDP,0
VA,Altavista town,0.206
VA,Amelia Court House CDP,0.299
VA,Amherst town,0.058
VA,Annandale CDP,0.113
VA,Appalachia town,0.369
VA,Apple Mountain Lake CDP,0.078
VA,Appomattox town,0.26
VA,Aquia Harbour CDP,0.018
VA,Arcola CDP,0.048
VA,Arlington CDP,0.09
VA,Arrington CDP,0.271
VA,Ashburn CDP,0.035
VA,Ashland town,0.176
VA,Atkins CDP,0.14
VA,Atlantic CDP,0.046
VA,Augusta Springs CDP,0.056
VA,Bailey's Crossroads CDP,0.182
VA,Baskerville CDP,0.085
VA,Bassett CDP,0.265
VA,Basye CDP,0.05
VA,Bayside CDP,0
VA,Bealeton CDP,0.026
VA,Bedford town,0.263
VA,Belle Haven town,0.175
VA,Belle Haven CDP,0.087
VA,Bellwood CDP,0.189
VA,Belmont CDP,0.024
VA,Belmont Estates CDP,0.019
VA,Belspring CDP,0
VA,Belview CDP,0.242
VA,Benns Church CDP,0.064
VA,Bensley CDP,0.271
VA,Berryville town,0.086
VA,Bethel Manor CDP,0.069
VA,Big Island CDP,0.027
VA,Big Stone Gap town,0.276
VA,Blacksburg town,0.453
VA,Blackstone town,0.237
VA,Blairs CDP,0.094
VA,Bland CDP,0.333
VA,Bloxom town,0.187
VA,Bluefield town,0.102
VA,Blue Ridge CDP,0.098
VA,Blue Ridge Shores CDP,0.024
VA,Bobtown CDP,0
VA,Bon Air CDP,0.07
VA,Boones Mill town,0.082
VA,Boston CDP,0.238
VA,Boswell's Corner CDP,0.145
VA,Bowling Green town,0.166
VA,Boyce town,0.054
VA,Boydton town,0.17
VA,Boykins town,0.166
VA,Bracey CDP,0.103
VA,Brambleton CDP,0.024
VA,Branchville town,0.12
VA,Brandermill CDP,0.023
VA,Bridgewater town,0.054
VA,Brightwood CDP,0.039
VA,Bristol city,0.204
VA,Broadlands CDP,0.012
VA,Broadway town,0.086
VA,Brodnax town,0.169
VA,Brookneal town,0.197
VA,Buchanan town,0.056
VA,Buckhall CDP,0.043
VA,Buckingham Courthouse CDP,0
VA,Buena Vista city,0.284
VA,Bull Run CDP,0.128
VA,Bull Run Mountain Estates CDP,0.083
VA,Burke CDP,0.027
VA,Burke Centre CDP,0.063
VA,Burkeville town,0.18
VA,Callaghan CDP,0.284
VA,Calverton CDP,0
VA,Camptown CDP,0.413
VA,Cana CDP,0.218
VA,Cape Charles town,0.27
VA,Capron town,0.135
VA,Captains Cove CDP,0.152
VA,Carrollton CDP,0.03
VA,Carrsville CDP,0
VA,Cascades CDP,0.036
VA,Castlewood CDP,0.292
VA,Catlett CDP,0
VA,Cats Bridge CDP,0.084
VA,Cave Spring CDP,0.076
VA,Cedar Bluff town,0.283
VA,Central Garage CDP,0.126
VA,Centreville CDP,0.05
VA,Chamberlayne CDP,0.087
VA,Chantilly CDP,0.089
VA,Charles City CDP,0
VA,Charlotte Court House town,0.45
VA,Charlottesville city,0.258
VA,Chase City town,0.296
VA,Chase Crossing CDP,0.078
VA,Chatham town,0.102
VA,Chatmoss CDP,0.205
VA,Cheriton town,0.188
VA,Cherry Hill CDP,0.087
VA,Chesapeake city,0.097
VA,Chester CDP,0.096
VA,Chester Gap CDP,0.06
VA,Chilhowie town,0.192
VA,Chincoteague town,0.095
VA,Christiansburg town,0.105
VA,Churchville CDP,0.235
VA,Claremont town,0.192
VA,Clarksville town,0.177
VA,Claypool Hill CDP,0.068
VA,Cleveland town,0.474
VA,Clifton town,0.016
VA,Clifton Forge town,0.305
VA,Clinchco town,0.432
VA,Clinchport town,0.419
VA,Clintwood town,0.156
VA,Clover CDP,0.162
VA,Cloverdale CDP,0.114
VA,Cluster Springs CDP,0.182
VA,Coeburn town,0.364
VA,Collinsville CDP,0.169
VA,Colonial Beach town,0.111
VA,Colonial Heights city,0.114
VA,Columbia town,0.613
VA,Concord CDP,0.019
VA,Countryside CDP,0.019
VA,County Center CDP,0.061
VA,Courtland town,0.499
VA,Covington city,0.255
VA,Craigsville town,0.282
VA,Crewe town,0.288
VA,Crimora CDP,0.135
VA,Crosspointe CDP,0.01
VA,Crozet CDP,0.064
VA,Culpeper town,0.136
VA,Cumberland CDP,0.444
